week,season_type,start_date,home_team,away_team,home_points,away_points,completed,neutral_site,conference_game,home_conference,away_conference,home_classification,away_classification,notes
3,regular,2020-09-19 19:30:00+00:00,Georgia Tech,UCF,21,49,True,False,False,ACC,American Athletic,fbs,fbs,
3,regular,2020-09-19 19:30:00+00:00,UTSA,Stephen F. Austin,24,10,True,False,False,Conference USA,Southland,fbs,fcs,
3,regular,2020-09-19 20:00:00+00:00,Clemson,The Citadel,49,0,True,False,False,ACC,Southern,fbs,fcs,
3,regular,2020-09-19 22:00:00+00:00,North Texas,SMU,35,65,True,False,False,Conference USA,American Athletic,fbs,fbs,
3,regular,2020-09-19 23:30:00+00:00,UL Monroe,Texas State,17,38,True,False,True,Sun Belt,Sun Belt,fbs,fbs,
3,regular,2020-09-19 23:30:00+00:00,Southern Miss,Louisiana Tech,30,31,True,False,True,Conference USA,Conference USA,fbs,fbs,
3,regular,2020-09-19 23:30:00+00:00,Louisville,Miami,34,47,True,False,True,ACC,ACC,fbs,fbs,
3,regular,2020-09-20 00:00:00+00:00,NC State,Wake Forest,45,42,True,False,True,ACC,ACC,fbs,fbs,
3,regular,2020-09-20 01:00:00+00:00,UTEP,Abilene Christian,17,13,True,False,False,Conference USA,Southland,fbs,fcs,
4,regular,2020-09-24 23:30:00+00:00,South Alabama,UAB,10,42,True,False,False,Sun Belt,Conference USA,fbs,fbs,
4,regular,2020-09-26 00:00:00+00:00,UTSA,Middle Tennessee,37,35,True,False,False,Conference USA,Conference USA,fbs,fbs,
4,regular,2020-09-26 16:00:00+00:00,Pittsburgh,Louisville,23,20,True,False,True,ACC,ACC,fbs,fbs,
4,regular,2020-09-26 16:00:00+00:00,East Carolina,UCF,28,51,True,False,True,American Athletic,American Athletic,fbs,fbs,
4,regular,2020-09-26 16:00:00+00:00,Ole Miss,Florida,35,51,True,False,True,SEC,SEC,fbs,fbs,
4,regular,2020-09-26 16:00:00+00:00,App State,Campbell,52,21,True,False,False,Sun Belt,Big South,fbs,fcs,
4,regular,2020-09-26 16:00:00+00:00,Louisiana,Georgia Southern,20,18,True,False,True,Sun Belt,Sun Belt,fbs,fbs,
4,regular,2020-09-26 16:00:00+00:00,Syracuse,Georgia Tech,37,20,True,False,True,ACC,ACC,fbs,fbs,
4,regular,2020-09-26 16:00:00+00:00,Oklahoma,Kansas State,35,38,True,False,True,Big 12,Big 12,fbs,fbs,
4,regular,2020-09-26 16:00:00+00:00,Auburn,Kentucky,29,13,True,False,True,SEC,SEC,fbs,fbs,
4,regular,2020-09-26 17:00:00+00:00,The Citadel,Eastern Kentucky,14,37,True,False,False,Southern,OVC,fcs,fcs,
4,regular,2020-09-26 17:00:00+00:00,Liberty,Florida International,36,34,True,False,False,FBS Independents,Conference USA,fbs,fbs,
4,regular,2020-09-26 17:30:00+00:00,TCU,Iowa State,34,37,True,False,True,Big 12,Big 12,fbs,fbs,
4,regular,2020-09-26 19:30:00+00:00,UL Monroe,UTEP,6,31,True,False,False,Sun Belt,Conference USA,fbs,fbs,
4,regular,2020-09-26 19:30:00+00:00,Cincinnati,Army,24,10,True,False,False,American Athletic,FBS Independents,fbs,fbs,
4,regular,2020-09-26 19:30:00+00:00,LSU,Mississippi State,34,44,True,False,True,SEC,SEC,fbs,fbs,
4,regular,2020-09-26 19:30:00+00:00,Oklahoma State,West Virginia,27,13,True,False,True,Big 12,Big 12,fbs,fbs,
4,regular,2020-09-26 19:30:00+00:00,Texas Tech,Texas,56,63,True,False,True,Big 12,Big 12,fbs,fbs,
4,regular,2020-09-26 20:00:00+00:00,Virginia,Duke,38,20,True,False,True,ACC,ACC,fbs,fbs,
4,regular,2020-09-26 20:00:00+00:00,Arkansas,Georgia,10,37,True,False,True,SEC,SEC,fbs,fbs,
4,regular,2020-09-26 22:00:00+00:00,Boston College,Texas State,24,21,True,False,False,ACC,Sun Belt,fbs,fbs,
4,regular,2020-09-26 23:00:00+00:00,Southern Miss,Tulane,24,66,True,False,False,Conference USA,American Athletic,fbs,fbs,
4,regular,2020-09-26 23:00:00+00:00,Missouri,Alabama,19,38,True,False,True,SEC,SEC,fbs,fbs,
4,regular,2020-09-26 23:00:00+00:00,SMU,Stephen F. Austin,50,7,True,False,False,American Athletic,Southland,fbs,fcs,
4,regular,2020-09-26 23:00:00+00:00,Louisiana Tech,Houston Christian,66,38,True,False,False,Conference USA,Southland,fbs,fcs,
4,regular,2020-09-26 23:30:00+00:00,South Carolina,Tennessee,27,31,True,False,True,SEC,SEC,fbs,fbs,
4,regular,2020-09-26 23:30:00+00:00,Baylor,Kansas,47,14,True,False,True,Big 12,Big 12,fbs,fbs,
4,regular,2020-09-26 23:30:00+00:00,Texas A&M,Vanderbilt,17,12,True,False,True,SEC,SEC,fbs,fbs,
4,regular,2020-09-26 23:30:00+00:00,Miami,Florida State,52,10,True,False,True,ACC,ACC,fbs,fbs,
4,regular,2020-09-27 00:00:00+00:00,Virginia Tech,NC State,45,24,True,False,True,ACC,ACC,fbs,fbs,
4,regular,2020-09-27 00:00:00+00:00,Central Arkansas,Missouri State,27,20,True,False,False,Southland,MVFC,fcs,fcs,
4,regular,2020-09-27 02:15:00+00:00,BYU,Troy,48,7,True,False,False,FBS Independents,Sun Belt,fbs,fbs,
5,regular,2020-10-02 23:00:00+00:00,Wake Forest,Campbell,66,14,True,False,False,ACC,Big South,fbs,fcs,
5,regular,2020-10-03 01:00:00+00:00,BYU,Louisiana Tech,45,14,True,False,False,FBS Independents,Conference USA,fbs,fbs,
5,regular,2020-10-03 16:00:00+00:00,Tennessee,Missouri,35,12,True,False,True,SEC,SEC,fbs,fbs,
5,regular,2020-10-03 16:00:00+00:00,West Virginia,Baylor,27,21,True,False,True,Big 12,Big 12,fbs,fbs,
5,regular,2020-10-03 16:00:00+00:00,Florida,South Carolina,38,24,True,False,True,SEC,SEC,fbs,fbs,
5,regular,2020-10-03 16:00:00+00:00,Coastal Carolina,Arkansas State,52,23,True,False,True,Sun Belt,Sun Belt,fbs,fbs,
5,regular,2020-10-03 16:00:00+00:00,Georgia State,East Carolina,49,29,True,False,False,Sun Belt,American Athletic,fbs,fbs,
5,regular,2020-10-03 16:00:00+00:00,Texas,TCU,31,33,True,False,True,Big 12,Big 12,fbs,fbs,
5,regular,2020-10-03 16:00:00+00:00,Pittsburgh,NC State,29,30,True,False,True,ACC,ACC,fbs,fbs,
5,regular,2020-10-03 16:30:00+00:00,UAB,UTSA,21,13,True,False,True,Conference USA,Conference USA,fbs,fbs,
5,regular,2020-10-03 17:00:00+00:00,Liberty,North Alabama,28,7,True,False,False,FBS Independents,Big South,fbs,fcs,
5,regular,2020-10-03 17:30:00+00:00,Army,Abilene Christian,55,23,True,False,False,FBS Independents,Southland,fbs,fcs,
5,regular,2020-10-03 19:00:00+00:00,Eastern Kentucky,Houston Christian,30,33,True,False,False,OVC,Southland,fcs,fcs,
5,regular,2020-10-03 19:30:00+00:00,North Dakota State,Central Arkansas,39,28,True,False,False,MVFC,Southland,fcs,fcs,
5,regular,2020-10-03 19:30:00+00:00,Kansas,Oklahoma State,7,47,True,False,True,Big 12,Big 12,fbs,fbs,
5,regular,2020-10-03 19:30:00+00:00,SMU,Memphis,30,27,True,False,True,American Athletic,American Athletic,fbs,fbs,
5,regular,2020-10-03 19:30:00+00:00,Cincinnati,South Florida,28,7,True,False,True,American Athletic,American Athletic,fbs,fbs,
5,regular,2020-10-03 19:30:00+00:00,Kansas State,Texas Tech,31,21,True,False,True,Big 12,Big 12,fbs,fbs,
5,regular,2020-10-03 19:30:00+00:00,Alabama,Texas A&M,52,24,True,False,True,SEC,SEC,fbs,fbs,
5,regular,2020-10-03 19:30:00+00:00,Boston College,North Carolina,22,26,True,False,True,ACC,ACC,fbs,fbs,
5,regular,2020-10-03 20:00:00+00:00,Duke,Virginia Tech,31,38,True,False,True,ACC,ACC,fbs,fbs,
5,regular,2020-10-03 20:00:00+00:00,Florida Atlantic,Charlotte,21,17,True,False,True,Conference USA,Conference USA,fbs,fbs,
5,regular,2020-10-03 20:00:00+00:00,Kentucky,Ole Miss,41,42,True,False,True,SEC,SEC,fbs,fbs,
5,regular,2020-10-03 20:00:00+00:00,Florida State,Jacksonville State,41,24,True,False,False,ACC,OVC,fbs,fcs,
5,regular,2020-10-03 21:00:00+00:00,Middle Tennessee,Western Kentucky,17,20,True,False,True,Conference USA,Conference USA,fbs,fbs,
5,regular,2020-10-03 21:00:00+00:00,Stephen F. Austin,West Texas,34,6,True,False,False,Southland,Lone Star,fcs,ii,
5,regular,2020-10-03 22:00:00+00:00,Air Force,Navy,40,7,True,False,False,Mountain West,American Athletic,fbs,fbs,
5,regular,2020-10-03 23:00:00+00:00,UL Monroe,Georgia Southern,30,35,True,False,True,Sun Belt,Sun Belt,fbs,fbs,
5,regular,2020-10-03 23:30:00+00:00,UCF,Tulsa,26,34,True,False,True,American Athletic,American Athletic,fbs,fbs,
5,regular,2020-10-03 23:30:00+00:00,Mississippi State,Arkansas,14,21,True,False,True,SEC,SEC,fbs,fbs,
5,regular,2020-10-03 23:30:00+00:00,North Texas,Southern Miss,31,41,True,False,True,Conference USA,Conference USA,fbs,fbs,
5,regular,2020-10-03 23:30:00+00:00,Vanderbilt,LSU,7,41,True,False,True,SEC,SEC,fbs,fbs,
5,regular,2020-10-03 23:30:00+00:00,Georgia,Auburn,27,6,True,False,True,SEC,SEC,fbs,fbs,
5,regular,2020-10-03 23:30:00+00:00,Iowa State,Oklahoma,37,30,True,False,True,Big 12,Big 12,fbs,fbs,
5,regular,2020-10-04 00:00:00+00:00,Clemson,Virginia,41,23,True,False,True,ACC,ACC,fbs,fbs,
6,regular,2020-10-08 23:30:00+00:00,Houston,Tulane,49,31,True,False,True,American Athletic,American Athletic,fbs,fbs,
6,regular,2020-10-09 23:00:00+00:00,Georgia Tech,Louisville,46,27,True,False,True,ACC,ACC,fbs,fbs,
6,regular,2020-10-10 16:00:00+00:00,Oklahoma,Texas,53,45,True,True,True,Big 12,Big 12,fbs,fbs,
6,regular,2020-10-10 16:00:00+00:00,North Carolina,Virginia Tech,56,45,True,False,True,ACC,ACC,fbs,fbs,
6,regular,2020-10-10 16:00:00+00:00,LSU,Missouri,41,45,True,False,True,SEC,SEC,fbs,fbs,
6,regular,2020-10-10 16:00:00+00:00,Liberty,UL Monroe,40,7,True,False,False,FBS Independents,Sun Belt,fbs,fbs,
6,regular,2020-10-10 16:00:00+00:00,Vanderbilt,South Carolina,7,41,True,False,True,SEC,SEC,fbs,fbs,
6,regular,2020-10-10 16:00:00+00:00,Virginia,NC State,21,38,True,False,True,ACC,ACC,fbs,fbs,
6,regular,2020-10-10 16:00:00+00:00,Texas A&M,Florida,41,38,True,False,True,SEC,SEC,fbs,fbs,
6,regular,2020-10-10 16:30:00+00:00,Syracuse,Duke,24,38,True,False,True,ACC,ACC,fbs,fbs,
6,regular,2020-10-10 17:30:00+00:00,Army,The Citadel,14,9,True,False,False,FBS Independents,Southern,fbs,fcs,
6,regular,2020-10-10 19:00:00+00:00,Jacksonville State,Mercer,34,28,True,False,False,OVC,Southern,fcs,fcs,
6,regular,2020-10-10 19:30:00+00:00,Arkansas State,Central Arkansas,50,27,True,False,False,Sun Belt,Southland,fbs,fcs,
6,regular,2020-10-10 19:30:00+00:00,Iowa State,Texas Tech,31,15,True,False,True,Big 12,Big 12,fbs,fbs,
6,regular,2020-10-10 19:30:00+00:00,Troy,Texas State,37,17,True,False,True,Sun Belt,Sun Belt,fbs,fbs,
6,regular,2020-10-10 19:30:00+00:00,Georgia,Tennessee,44,21,True,False,True,SEC,SEC,fbs,fbs,
6,regular,2020-10-10 19:30:00+00:00,BYU,UTSA,27,20,True,False,False,FBS Independents,Conference USA,fbs,fbs,
6,regular,2020-10-10 20:00:00+00:00,Boston College,Pittsburgh,31,30,True,False,True,ACC,ACC,fbs,fbs,
6,regular,2020-10-10 20:00:00+00:00,Auburn,Arkansas,30,28,True,False,True,SEC,SEC,fbs,fbs,
6,regular,2020-10-10 20:00:00+00:00,TCU,Kansas State,14,21,True,False,True,Big 12,Big 12,fbs,fbs,
6,regular,2020-10-10 20:00:00+00:00,Florida International,Middle Tennessee,28,31,True,False,True,Conference USA,Conference USA,fbs,fbs,
6,regular,2020-10-10 22:00:00+00:00,Navy,Temple,31,29,True,False,True,American Athletic,American Athletic,fbs,fbs,
6,regular,2020-10-10 23:00:00+00:00,South Florida,East Carolina,24,44,True,False,True,American Athletic,American Athletic,fbs,fbs,
6,regular,2020-10-10 23:30:00+00:00,Ole Miss,Alabama,48,63,True,False,True,SEC,SEC,fbs,fbs,
6,regular,2020-10-10 23:30:00+00:00,Western Kentucky,Marshall,14,38,True,False,True,Conference USA,Conference USA,fbs,fbs,
6,regular,2020-10-10 23:30:00+00:00,Louisiana Tech,UTEP,21,17,True,False,True,Conference USA,Conference USA,fbs,fbs,
6,regular,2020-10-10 23:30:00+00:00,Kentucky,Mississippi State,24,2,True,False,True,SEC,SEC,fbs,fbs,
6,regular,2020-10-10 23:30:00+00:00,Clemson,Miami,42,17,True,False,True,ACC,ACC,fbs,fbs,
6,regular,2020-10-10 23:30:00+00:00,Notre Dame,Florida State,42,26,True,False,True,ACC,ACC,fbs,fbs,
6,regular,2020-10-11 00:00:00+00:00,North Texas,Charlotte,21,49,True,False,True,Conference USA,Conference USA,fbs,fbs,
7,regular,2020-10-14 23:30:00+00:00,Louisiana,Coastal Carolina,27,30,True,False,True,Sun Belt,Sun Belt,fbs,fbs,
7,regular,2020-10-15 23:30:00+00:00,Arkansas State,Georgia State,59,52,True,False,True,Sun Belt,Sun Belt,fbs,fbs,
7,regular,2020-10-16 22:00:00+00:00,Tulane,SMU,34,37,True,False,True,American Athletic,American Athletic,fbs,fbs,
7,regular,2020-10-17 01:30:00+00:00,Houston,BYU,26,43,True,False,False,American Athletic,FBS Independents,fbs,fbs,
7,regular,2020-10-17 16:00:00+00:00,Miami,Pittsburgh,31,19,True,False,True,ACC,ACC,fbs,fbs,
7,regular,2020-10-17 16:00:00+00:00,West Virginia,Kansas,38,17,True,False,True,Big 12,Big 12,fbs,fbs,
7,regular,2020-10-17 16:00:00+00:00,Georgia Tech,Clemson,7,73,True,False,True,ACC,ACC,fbs,fbs,
7,regular,2020-10-17 16:00:00+00:00,South Alabama,Texas State,30,20,True,False,True,Sun Belt,Sun Belt,fbs,fbs,
7,regular,2020-10-17 16:00:00+00:00,Temple,South Florida,39,37,True,False,True,American Athletic,American Athletic,fbs,fbs,
7,regular,2020-10-17 16:00:00+00:00,Syracuse,Liberty,21,38,True,False,False,ACC,FBS Independents,fbs,fbs,
7,regular,2020-10-17 16:00:00+00:00,Tennessee,Kentucky,7,34,True,False,True,SEC,SEC,fbs,fbs,
7,regular,2020-10-17 16:00:00+00:00,East Carolina,Navy,23,27,True,False,True,American Athletic,American Athletic,fbs,fbs,
7,regular,2020-10-17 16:00:00+00:00,South Carolina,Auburn,30,22,True,False,True,SEC,SEC,fbs,fbs,
7,regular,2020-10-17 17:30:00+00:00,UTSA,Army,16,28,True,False,False,Conference USA,FBS Independents,fbs,fbs,
7,regular,2020-10-17 17:30:00+00:00,UAB,Western Kentucky,37,14,True,False,True,Conference USA,Conference USA,fbs,fbs,
7,regular,2020-10-17 18:00:00+00:00,North Alabama,Jacksonville State,17,24,True,False,False,Big South,OVC,fcs,fcs,
7,regular,2020-10-17 18:30:00+00:00,Notre Dame,Louisville,12,7,True,False,True,ACC,ACC,fbs,fbs,
7,regular,2020-10-17 19:30:00+00:00,Arkansas,Ole Miss,33,21,True,False,True,SEC,SEC,fbs,fbs,
7,regular,2020-10-17 19:30:00+00:00,Memphis,UCF,50,49,True,False,True,American Athletic,American Athletic,fbs,fbs,
7,regular,2020-10-17 19:30:00+00:00,NC State,Duke,31,20,True,False,True,ACC,ACC,fbs,fbs,
7,regular,2020-10-17 19:30:00+00:00,Troy,Eastern Kentucky,31,29,True,False,False,Sun Belt,OVC,fbs,fcs,
7,regular,2020-10-17 20:00:00+00:00,Mississippi State,Texas A&M,14,28,True,False,True,SEC,SEC,fbs,fbs,
7,regular,2020-10-17 20:00:00+00:00,Wake Forest,Virginia,40,23,True,False,True,ACC,ACC,fbs,fbs,
7,regular,2020-10-17 20:00:00+00:00,Georgia Southern,Massachusetts,41,0,True,False,False,Sun Belt,FBS Independents,fbs,fbs,
7,regular,2020-10-17 21:00:00+00:00,Middle Tennessee,North Texas,35,52,True,False,True,Conference USA,Conference USA,fbs,fbs,
7,regular,2020-10-17 21:00:00+00:00,Stephen F. Austin,Angelo State,31,12,True,False,False,Southland,Lone Star,fcs,ii,
7,regular,2020-10-17 22:00:00+00:00,Louisiana Tech,Marshall,17,35,True,False,True,Conference USA,Conference USA,fbs,fbs,
7,regular,2020-10-17 23:30:00+00:00,Florida State,North Carolina,31,28,True,False,True,ACC,ACC,fbs,fbs,
7,regular,2020-10-18 00:00:00+00:00,Missouri State,Central Arkansas,24,33,True,False,False,MVFC,Southland,fcs,fcs,
7,regular,2020-10-18 00:00:00+00:00,Virginia Tech,Boston College,40,14,True,False,True,ACC,ACC,fbs,fbs,
7,regular,2020-10-18 00:00:00+00:00,Alabama,Georgia,41,24,True,False,True,SEC,SEC,fbs,fbs,
8,regular,2020-10-22 23:30:00+00:00,App State,Arkansas State,45,17,True,False,True,Sun Belt,Sun Belt,fbs,fbs,
8,regular,2020-10-23 23:00:00+00:00,Florida International,Jacksonville State,10,19,True,False,False,Conference USA,OVC,fbs,fcs,
8,regular,2020-10-23 23:30:00+00:00,South Florida,Tulsa,13,42,True,False,True,American Athletic,American Athletic,fbs,fbs,
8,regular,2020-10-24 00:00:00+00:00,UAB,Louisiana,20,24,True,False,False,Conference USA,Sun Belt,fbs,fbs,
8,regular,2020-10-24 00:00:00+00:00,Wisconsin,Illinois,45,7,True,False,True,Big Ten,Big Ten,fbs,fbs,
8,regular,2020-10-24 16:00:00+00:00,Ohio State,Nebraska,52,17,True,False,True,Big Ten,Big Ten,fbs,fbs,
8,regular,2020-10-24 16:00:00+00:00,Kansas State,Kansas,55,14,True,False,True,Big 12,Big 12,fbs,fbs,
8,regular,2020-10-24 16:00:00+00:00,Louisville,Florida State,48,16,True,False,True,ACC,ACC,fbs,fbs,
8,regular,2020-10-24 16:00:00+00:00,Coastal Carolina,Georgia Southern,28,14,True,False,True,Sun Belt,Sun Belt,fbs,fbs,
8,regular,2020-10-24 16:00:00+00:00,Michigan State,Rutgers,27,38,True,False,True,Big Ten,Big Ten,fbs,fbs,
8,regular,2020-10-24 16:00:00+00:00,Clemson,Syracuse,47,21,True,False,True,ACC,ACC,fbs,fbs,
8,regular,2020-10-24 16:00:00+00:00,Charlotte,UTEP,38,28,True,False,True,Conference USA,Conference USA,fbs,fbs,
8,regular,2020-10-24 16:00:00+00:00,TCU,Oklahoma,14,33,True,False,True,Big 12,Big 12,fbs,fbs,
8,regular,2020-10-24 16:00:00+00:00,Ole Miss,Auburn,28,35,True,False,True,SEC,SEC,fbs,fbs,
8,regular,2020-10-24 16:00:00+00:00,Memphis,Temple,41,29,True,False,True,American Athletic,American Athletic,fbs,fbs,
8,regular,2020-10-24 16:00:00+00:00,North Carolina,NC State,48,21,True,False,True,ACC,ACC,fbs,fbs,
8,regular,2020-10-24 16:00:00+00:00,Army,Mercer,49,3,True,False,False,FBS Independents,Southern,fbs,fcs,
8,regular,2020-10-24 17:00:00+00:00,Liberty,Southern Miss,56,35,True,False,False,FBS Independents,Conference USA,fbs,fbs,
8,regular,2020-10-24 17:30:00+00:00,Stephen F. Austin,Abilene Christian,35,32,True,True,True,Southland,Southland,fcs,fcs,
8,regular,2020-10-24 18:00:00+00:00,UCF,Tulane,51,34,True,False,True,American Athletic,American Athletic,fbs,fbs,
8,regular,2020-10-24 18:30:00+00:00,Marshall,Florida Atlantic,20,9,True,False,True,Conference USA,Conference USA,fbs,fbs,
8,regular,2020-10-24 19:00:00+00:00,Eastern Kentucky,Central Arkansas,31,28,True,False,False,OVC,Southland,fcs,fcs,
8,regular,2020-10-24 19:30:00+00:00,Texas,Baylor,27,16,True,False,True,Big 12,Big 12,fbs,fbs,
8,regular,2020-10-24 19:30:00+00:00,Tennessee,Alabama,17,48,True,False,True,SEC,SEC,fbs,fbs,
8,regular,2020-10-24 19:30:00+00:00,Purdue,Iowa,24,20,True,False,True,Big Ten,Big Ten,fbs,fbs,
8,regular,2020-10-24 19:30:00+00:00,Indiana,Penn State,36,35,True,False,True,Big Ten,Big Ten,fbs,fbs,
8,regular,2020-10-24 19:30:00+00:00,Navy,Houston,21,37,True,False,True,American Athletic,American Athletic,fbs,fbs,
8,regular,2020-10-24 19:30:00+00:00,Wake Forest,Virginia Tech,23,16,True,False,True,ACC,ACC,fbs,fbs,
8,regular,2020-10-24 19:30:00+00:00,Oklahoma State,Iowa State,24,21,True,False,True,Big 12,Big 12,fbs,fbs,
8,regular,2020-10-24 19:30:00+00:00,Rice,Middle Tennessee,34,40,True,False,True,Conference USA,Conference USA,fbs,fbs,
8,regular,2020-10-24 19:41:00+00:00,Pittsburgh,Notre Dame,3,45,True,False,True,ACC,ACC,fbs,fbs,
8,regular,2020-10-24 20:00:00+00:00,Missouri,Kentucky,20,10,True,False,True,SEC,SEC,fbs,fbs,
8,regular,2020-10-24 20:00:00+00:00,Boston College,Georgia Tech,48,27,True,False,True,ACC,ACC,fbs,fbs,
8,regular,2020-10-24 20:00:00+00:00,Troy,Georgia State,34,36,True,False,True,Sun Belt,Sun Belt,fbs,fbs,
8,regular,2020-10-24 20:00:00+00:00,Western Kentucky,Chattanooga,13,10,True,False,False,Conference USA,Southern,fbs,fcs,
8,regular,2020-10-24 21:30:00+00:00,Texas Tech,West Virginia,34,27,True,False,True,Big 12,Big 12,fbs,fbs,
8,regular,2020-10-24 23:00:00+00:00,LSU,South Carolina,52,24,True,False,True,SEC,SEC,fbs,fbs,
8,regular,2020-10-24 23:00:00+00:00,South Alabama,UL Monroe,38,14,True,False,True,Sun Belt,Sun Belt,fbs,fbs,
8,regular,2020-10-24 23:00:00+00:00,Nevada,Wyoming,37,34,True,False,True,Mountain West,Mountain West,fbs,fbs,
8,regular,2020-10-24 23:00:00+00:00,Boise State,Utah State,42,13,True,False,True,Mountain West,Mountain West,fbs,fbs,
8,regular,2020-10-24 23:30:00+00:00,Fresno State,Hawai'i,19,34,True,False,True,Mountain West,Mountain West,fbs,fbs,
