name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
big ten,True,36.355410447761194,10.22294776119403,0.7805215092525836,
sec,True,43.6026119402985,12.512126865671643,0.7770260161250103,
big 12,True,33.93376865671642,13.512126865671641,0.7152097833352995,
acc,True,39.37966417910448,18.024253731343283,0.6860100427385151,
pac-12,False,23.69309701492537,7.44589552238806,0.7608819388274767,
sun belt,False,32.9580223880597,24.37966417910448,0.5748055835746592,
mountain west,False,23.024253731343286,25.15671641791045,0.4778702807357212,
conference usa,False,15.735074626865671,18.867537313432834,0.45473661508599783,
american athletic,False,23.801305970149254,28.9580223880597,0.4511298136426324,
mid-american,False,19.867537313432834,26.313432835820898,0.43021047953783376,
fbs independents,False,7.512126865671642,16.313432835820898,0.3152969734935985,
