name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,44.39191729323308,9.981203007518797,0.8164313000190137,
big 12,True,25.54229323308271,8.532894736842106,0.7495862753751104,
big ten,True,32.962406015037594,11.476503759398497,0.7417465050863947,
acc,True,35.43890977443609,16.44830827067669,0.6829988407477178,
pac-12,False,29.0,9.457706766917294,0.7540751240255137,
sun belt,False,32.485902255639104,20.94360902255639,0.6080142130908196,
american athletic,False,24.467105263157894,26.028195488721803,0.4845422227185586,
fbs independents,False,21.36372180451128,22.887218045112782,0.48278571883694754,
mountain west,False,22.495300751879697,26.953007518796994,0.45492558873282263,
conference usa,False,15.485902255639099,18.981203007518797,0.44929512175169745,
mid-american,False,21.467105263157897,31.953007518796994,0.40185436056229,
