rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Penn State,big ten,6,0,96.97652096869463,1.0,0.9534849379799173
2,Oklahoma,big 12,6,0,96.79365175525837,0.9116809116809116,0.9982279976373302
3,Michigan,big ten,7,0,96.21263733859718,0.9381359381359381,0.9750443000590667
4,Florida State,acc,6,0,92.52136752136752,0.7863247863247863,1.0
5,Washington,pac-12,6,0,87.36919071827518,0.7806267806267805,0.9238038984051979
6,Texas,big 12,5,1,86.52190055246759,0.6980056980056979,0.9552569403425871
7,Georgia,sec,7,0,85.87891653751075,0.8258038258038257,0.8765505020673361
8,Ole Miss,sec,5,1,85.41862924763102,0.6837606837606837,0.9459539279385706
9,Ohio State,big ten,6,0,85.41697588360316,0.8290598290598288,0.867690490253987
10,North Carolina,acc,6,0,82.90867120016559,0.658119658119658,0.9211458948611931
11,Notre Dame,fbs independents,6,2,82.3268847929214,0.7122507122507121,0.883047844063792
12,Alabama,sec,6,1,81.54053981283751,0.6206756206756205,0.9202598936798583
13,Oregon,pac-12,5,1,80.89398192321997,0.9373219373219372,0.7398109864146486
14,Air Force,mountain west,6,0,80.87378395706807,0.7606837606837605,0.8346131128174837
15,James Madison,sun belt,6,0,80.40725342999411,0.6096866096866095,0.9087418783225044
16,Iowa,big ten,6,1,79.62503554943012,0.4814814814814814,0.9657412876550503
17,Tennessee,sec,5,1,78.40118015693915,0.6609686609686608,0.8502658003544005
18,Liberty,conference usa,6,0,75.96212323914628,0.6894586894586894,0.7974010632014177
19,Missouri,sec,6,1,75.81447320372305,0.5327635327635326,0.8795038393384524
20,Oregon State,pac-12,6,1,74.56754644143894,0.684167684167684,0.7787950383933845
21,Duke,acc,5,1,73.80620806639709,0.7435897435897435,0.7350856467808624
22,LSU,sec,5,2,73.7027991915765,0.6353276353276351,0.7917897223862966
23,Utah,pac-12,5,1,73.65644189329954,0.5413105413105412,0.841701122268163
24,Louisville,acc,6,1,72.44496779936827,0.6109076109076109,0.7855877141169522
25,Rutgers,big ten,5,2,70.41241545966885,0.5791615791615791,0.7714116952155936
26,Tulane,american athletic,5,1,70.12263501631487,0.5840455840455839,0.7643236857649143
27,USC,pac-12,6,1,69.32091122655211,0.6743996743996743,0.7033372711163616
28,Miami,acc,4,2,69.0817056322077,0.6980056980056979,0.6869462492616657
29,Kansas State,big 12,4,2,68.47329711919197,0.6438746438746437,0.7067336089781452
30,Kentucky,sec,5,2,68.0000563742442,0.5107855107855107,0.771116361488482
31,UNLV,mountain west,5,1,67.20367972361475,0.5612535612535613,0.7316893089190786
32,Fresno State,mountain west,6,1,66.61694163835334,0.6157916157916157,0.6932959243945659
33,Wisconsin,big ten,4,2,66.06041846517333,0.5384615384615383,0.7263733018310691
34,Toledo,mid-american,6,1,65.41119121302228,0.6573056573056573,0.6523922031896042
35,Troy,sun belt,5,2,64.8522468922646,0.5352055352055353,0.7095392793857058
36,SMU,american athletic,4,2,64.84458378138235,0.658119658119658,0.6432368576491435
37,Clemson,acc,4,2,64.51666237549284,0.598290598290598,0.670407560543414
38,West Virginia,big 12,4,2,64.24475340895896,0.4786324786324785,0.7306556408741879
39,Florida,sec,5,2,64.1707643169545,0.535205535205535,0.6990549320732428
40,Washington State,pac-12,4,2,63.592065872042234,0.4786324786324785,0.7206142941523922
41,Georgia State,sun belt,5,1,63.10253128770553,0.5299145299145298,0.6854695806261075
42,Kansas,big 12,5,2,62.53676736621213,0.5156695156695156,0.6844359125812167
43,UCLA,pac-12,4,2,62.349032718938204,0.6068376068376067,0.6324571766095688
44,Maryland,big ten,5,2,62.27208397911292,0.6328856328856328,0.6172474896633195
45,Memphis,american athletic,4,2,62.191207973842346,0.5669515669515668,0.6515062020082694
46,Oklahoma State,big 12,4,2,61.61963413956917,0.4017094017094016,0.7316893089190786
47,Wyoming,mountain west,5,2,61.402837307296856,0.39112739112739103,0.7340519787359717
48,Miami (OH),mid-american,6,1,61.38539494785803,0.5913715913715912,0.6259598346131129
49,TCU,big 12,4,3,61.13400788902857,0.5962555962555963,0.6194624926166568
50,Texas A&M,sec,4,3,60.67511733415455,0.5913715913715912,0.6150324867099823
51,Ohio,mid-american,5,2,59.676908268166386,0.5400895400895399,0.6272888363851152
