,Team Name,W,L,Conf.,Conf. Rank,Conf. W,Conf. L,C,c,Cc,N_raw,N_adj,SOR_raw,SOR_adj,SPI
1,Michigan,13,0,big ten,2,10,0,0.9090909090909091,1.0,0.9090909090909091,27.23076923076922,35.0,4.816017316017317,63.29224119195384,98.29224119195385
2,Georgia,12,1,sec,1,8,1,1.0,0.9285714285714286,0.9285714285714286,21.76923076923078,30.945615227736248,4.3441558441558445,61.23916350728068,92.18477873501692
3,Alabama,12,1,sec,1,9,0,1.0,1.0,1.0,16.692307692307683,27.176750509857243,5.208513708513709,65.0,92.17675050985724
4,Texas,12,1,big 12,3,9,1,0.8181818181818181,1.0,0.8181818181818181,18.615384615384617,28.604350781781115,4.816017316017315,63.29224119195383,91.89659197373494
5,Florida State,13,0,acc,4,9,0,0.7272727272727273,1.0,0.7272727272727273,21.07692307692307,30.431679129843648,4.305194805194805,61.06964333148197,91.50132246132561
6,Penn State,10,2,big ten,2,7,2,0.9090909090909091,0.8571428571428572,0.7792207792207793,25.75,33.90074779061864,3.2759740259740258,56.59148535413296,90.4922331447516
7,Ohio State,11,1,big ten,2,8,1,0.9090909090909091,0.9285714285714286,0.8441558441558441,21.833333333333332,30.99320190346704,3.3398268398268405,56.86931008669194,87.86251199015899
8,Washington,13,0,pac-12,5,10,0,0.6363636363636364,1.0,0.6363636363636364,14.076923076923077,25.235214140040796,4.348484848484848,61.25799908236942,86.49321322241022
9,Oregon,11,2,pac-12,5,8,2,0.6363636363636364,0.9166666666666666,0.5833333333333333,26.846153846153836,34.71447994561523,1.9015151515151516,50.61119026345658,85.32567020907182
10,Oklahoma,10,2,big 12,3,7,2,0.8181818181818181,0.9285714285714286,0.7597402597402597,20.916666666666668,30.312712440516666,2.5389610389610384,53.384728695274205,83.69744113579087
11,Liberty,13,0,conference usa,8,9,0,0.36363636363636365,1.0,0.36363636363636365,18.076923076923077,28.20462270564243,2.4704184704184704,53.08649875636908,81.29112146201152
12,LSU,9,3,sec,1,6,2,1.0,0.8571428571428572,0.8571428571428572,18.666666666666668,28.64242012236575,2.2694805194805197,52.21221414599985,80.85463426836561
13,Ole Miss,10,2,sec,1,6,2,1.0,0.7857142857142857,0.7857142857142857,12.5,24.064581917063233,3.0844155844155843,55.75801115645602,79.82259307351926
14,James Madison,11,1,sun belt,6,7,1,0.5454545454545454,0.9285714285714286,0.5064935064935064,16.666666666666668,27.15771583956493,2.253246753246753,52.141580739417066,79.29929657898198
15,Missouri,10,2,sec,1,6,2,1.0,0.7142857142857143,0.7142857142857143,11.75,23.507817811012927,2.7020202020202024,54.09420202361692,77.60201983462984
16,Notre Dame,9,3,fbs independents,9,0,0,0.2727272727272727,0.5,0.13636363636363635,22.5,31.488103331067315,0.7943722943722942,45.79399193451015,77.28209526557748
17,Kansas State,8,4,big 12,3,6,3,0.8181818181818181,0.7857142857142857,0.6428571428571428,16.666666666666668,27.15771583956493,1.1753246753246749,47.451522542319665,74.60923838188461
18,SMU,11,2,american athletic,10,9,0,0.18181818181818177,1.0,0.18181818181818177,23.23076923076923,32.03059143439838,-0.07359307359307388,42.017459129216874,74.04805056361525
19,Troy,11,2,sun belt,6,8,1,0.5454545454545454,1.0,0.5454545454545454,14.0,25.178110129163844,1.3300865800865802,48.12489435174229,73.30300448090614
20,Louisville,10,3,acc,4,7,2,0.7272727272727273,0.9285714285714286,0.6753246753246753,11.23076923076923,23.12236573759348,1.2662337662337668,47.84706961918331,70.96943535677678
21,Iowa,10,3,big ten,2,7,3,0.9090909090909091,0.7857142857142857,0.7142857142857143,3.3846153846153846,17.297756628144125,2.5097402597402594,53.25758856342518,70.5553451915693
22,Tennessee,8,4,sec,1,4,4,1.0,0.5714285714285714,0.5714285714285714,9.5,21.837525492862003,0.9610389610389609,46.51916157542682,68.35668706828882
23,Arizona,9,3,pac-12,5,7,2,0.6363636363636364,0.8333333333333334,0.5303030303030303,13.5,24.80693405846364,-0.018759018759018753,42.25604308034098,67.06297713880461
24,Kansas,8,4,big 12,3,5,4,0.8181818181818181,0.5714285714285714,0.46753246753246747,7.833333333333333,20.600271923861328,0.9209956709956706,46.34493250585593,66.94520442971725
25,Texas A&M,7,5,sec,1,4,4,1.0,0.6428571428571428,0.6428571428571428,12.833333333333334,24.312032630863364,-0.21645021645021645,41.39588515128831,65.70791778215167
26,Oregon State,8,4,pac-12,5,5,4,0.6363636363636364,0.75,0.4772727272727273,12.333333333333334,23.940856560163162,-0.3939393939393945,40.623626572649776,64.56448313281294
27,NC State,9,3,acc,4,6,2,0.7272727272727273,0.8571428571428572,0.6233766233766235,6.666666666666667,19.73419442556085,0.5259740259740262,44.626186279007996,64.36038070456885
28,Toledo,11,2,mid-american,11,8,1,0.09090909090909094,1.0,0.09090909090909094,13.0,24.435757987763438,-0.5692640692640691,39.86078578155563,64.29654376931907
29,Tulane,11,2,american athletic,10,8,1,0.18181818181818177,0.9285714285714286,0.16883116883116878,7.923076923076913,20.666893269884433,0.13636363636363624,42.93098452102099,63.59787779090542
30,Clemson,8,4,acc,4,4,4,0.7272727272727273,0.5714285714285714,0.41558441558441556,9.24999999999999,21.6519374575119,-0.21428571428571397,41.40530293883268,63.05724039634458
31,North Carolina,8,4,acc,4,4,4,0.7272727272727273,0.6428571428571428,0.4675324675324675,9.5,21.837525492862003,-0.3506493506493502,40.81198232353723,62.64950781639923
32,Miami,7,5,acc,4,3,5,0.7272727272727273,0.4285714285714286,0.31168831168831174,10.0,22.20870156356221,-0.4686147186147185,40.29871290236894,62.507414465931156
33,Oklahoma State,9,4,big 12,3,7,3,0.8181818181818181,0.8571428571428572,0.7012987012987013,0.46153846153846156,15.127804214819855,1.1266233766233757,47.2396223225713,62.367426537391154
