rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Indiana,big ten,11,0,100.0,1.0,1.0
2,Ohio State,big ten,10,0,96.59451055155547,0.9721405355208173,0.9626091047434904
3,Texas Tech,big 12,10,1,96.16020535218217,0.9783315276273024,0.9525938751573321
4,Oregon,big ten,9,1,89.04532193270084,0.8921219625444978,0.8895546652868219
5,Georgia,sec,9,1,88.499944885043,0.7133570654697416,0.9774222706708007
6,Utah,big 12,8,2,87.61853108200883,0.8955270082030646,0.8657705506907936
7,Texas A&M,sec,10,0,86.26022608000288,0.6912242686890575,0.9548827180905517
8,Notre Dame,fbs independents,8,2,85.72885567714579,0.8035907754217614,0.8862027467289868
9,Ole Miss,sec,10,1,85.43800810857857,0.7508125677139762,0.9101472036706063
10,BYU,big 12,9,1,85.11074909966867,0.7388949079089925,0.9115296511208296
11,Alabama,sec,8,2,83.14923764068025,0.6963318371769077,0.9042711282998228
12,USC,big ten,8,2,81.94589438228144,0.7422999535675593,0.8610060924217978
13,Oklahoma,sec,8,2,81.7167348339314,0.6912242686890575,0.8849828527663752
14,North Texas,american athletic,9,1,80.22229427185208,0.8223185265438786,0.791402243735636
15,Miami,acc,8,2,78.46125572380545,0.7933756384460611,0.7798939750491278
16,Vanderbilt,sec,8,2,78.15045853379668,0.7354898622504257,0.8062817439235658
17,James Madison,sun belt,9,1,78.12758656057605,0.8172109580560285,0.7619262004402315
18,Georgia Tech,acc,9,1,77.34882168641674,0.6622813805912399,0.8333688210111283
19,Michigan,big ten,8,2,76.78667115727134,0.6316359696641387,0.8412217264465611
20,Texas,sec,7,3,74.59883909428471,0.619718309859155,0.8139799730648353
21,Missouri,sec,7,3,73.80589388564962,0.7167621111283083,0.7495264614793666
22,Virginia,acc,9,2,73.71153117425301,0.6749729144095342,0.7705766026141433
23,Illinois,big ten,7,3,73.05248755094917,0.6026930815663208,0.7993573799404297
24,Arizona,big 12,7,3,72.48909451210899,0.6724965175669402,0.7531033291887089
25,Nebraska,big ten,7,3,72.44258401971457,0.675901563225507,0.7505542970280281
26,Tennessee,sec,7,3,72.3323061436743,0.7082494969818914,0.7314395961432016
27,Tulane,american athletic,8,2,71.90597301918173,0.4954341433214673,0.8394735077373905
28,Houston,big 12,8,2,71.12810647911253,0.5873703761027705,0.7780022048540854
29,South Florida,american athletic,7,3,71.05548936410993,0.7286797709332921,0.7007953443299184
30,Iowa,big ten,6,4,70.30461880546082,0.6963318371769077,0.7066616077579853
31,East Carolina,american athletic,7,3,70.28770325925879,0.7218696796161586,0.6926502226568191
32,Washington,big ten,7,3,69.86948930138561,0.7167621111283083,0.688966390952228
33,Louisville,acc,7,3,69.85023658439366,0.6316359696641387,0.7345073484022893
34,San Diego State,mountain west,8,2,68.61587136521867,0.6810091317133571,0.6889315654654027
35,LSU,sec,6,4,68.39199996353052,0.5345921683949854,0.7643272933800929
36,Cincinnati,big 12,7,3,68.3378704273581,0.6605788577619564,0.6956555447029174
37,Navy,american athletic,8,2,67.03733513792218,0.5465098281999691,0.7370690946295887
38,Iowa State,big 12,6,4,66.7352852404576,0.5567249651756695,0.7269217147586026
39,SMU,acc,7,3,66.61696701745734,0.6622813805912399,0.6682633645655992
40,Florida State,acc,5,5,65.9524213300193,0.7354898622504257,0.6186196330962217
41,Old Dominion,sun belt,7,3,65.71104728858751,0.6469586751276892,0.6625768255248983
42,Wake Forest,acc,7,3,65.35728527564999,0.5345921683949854,0.7176393751050076
43,Arizona State,big 12,7,3,64.71190258274129,0.48011143785791677,0.7370461885802184
44,Memphis,american athletic,8,3,64.66364609348508,0.702832378888717,0.6163771204981536
45,Pittsburgh,acc,7,3,64.61898366357491,0.698034360006191,0.6182735548208959
46,UNLV,mountain west,8,2,63.85343699244734,0.5567249651756695,0.682585587866137
47,TCU,big 12,6,4,62.80003482744823,0.532889645565702,0.6792138035792101
48,Fresno State,mountain west,7,3,60.747087036263494,0.563535056492803,0.6311286162925444
49,New Mexico,mountain west,7,3,60.39065528737338,0.532889645565702,0.6421464260395969
50,Hawai'i,mountain west,7,3,60.33247188795604,0.5771552391270702,0.6174159772078244
51,Western Kentucky,conference usa,8,2,60.3177425139129,0.6009905587370376,0.6043549685864089
52,UConn,fbs independents,8,3,59.91714397405802,0.6625909301965641,0.5650224833412042
53,Minnesota,big ten,6,4,59.578146984176584,0.4460609812722489,0.6764001944561211
54,Kennesaw State,conference usa,7,3,59.330919207574325,0.520971985760718,0.6322599954761415
55,Mississippi State,sec,5,6,58.738047846695785,0.5155548676675438,0.6260558073589501
56,Duke,acc,5,5,58.24103031459102,0.5260795542485683,0.6127422448598635
57,NC State,acc,5,5,58.15189052655679,0.4324407986379818,0.6617917319111912
58,Boise State,mountain west,6,4,57.66368691228523,0.5686426249806531,0.580941462122498
59,Northwestern,big ten,5,5,57.533346674334375,0.5005417118093175,0.6156059501693578
60,Missouri State,conference usa,7,3,57.28521208563871,0.43414332146726514,0.6475414743736068
61,Penn State,big ten,4,6,57.23189240605895,0.619718309859155,0.5467961778613619
62,Kansas,big 12,5,5,57.146617550128866,0.5465098281999691,0.5849042086635377
63,Auburn,sec,4,6,57.04923640135596,0.5209719857607183,0.5971571830727819
64,Kentucky,sec,5,5,56.6149387711539,0.5090543259557344,0.5968928825031261
65,California,acc,6,4,56.47886311950913,0.4579786410772327,0.6223017027970151
66,Baylor,big 12,5,5,56.095042067601476,0.4835164835164836,0.60264561760807
67,Toledo,mid-american,6,4,55.911486298558245,0.7780529329825105,0.4412251329872366
68,Southern Miss,sun belt,7,3,55.568260465874154,0.5396997368828356,0.5642887642303832
69,Clemson,acc,5,5,55.50498141420872,0.5465098281999691,0.5596482681109202
70,Jacksonville State,conference usa,7,3,54.671881612694385,0.5362946912242688,0.5523318064591536
71,Kansas State,big 12,5,5,54.08768177348038,0.507351803126451,0.5589287486777629
72,Washington State,pac-12,5,5,53.52626324194267,0.4562761182479493,0.5777938323579145
73,Temple,american athletic,5,5,53.39351845498217,0.5107568487850178,0.5464158268847161
74,Rutgers,big ten,5,5,53.29280794701206,0.45968116390651603,0.5723687263120615
75,Utah State,mountain west,5,5,52.78059638923705,0.515864417272868,0.5342360274567178
76,South Carolina,sec,3,7,52.72310288039148,0.42222566166228154,0.5837723803417174
77,Army,american athletic,5,4,52.71018101382331,0.46705876283341075,0.5594326817639067
78,UCF,big 12,4,6,50.68806809676391,0.5056492802971677,0.5075437428671236
79,Florida,sec,3,7,50.499759720090374,0.41371304751586446,0.5541508162620788
80,UTSA,american athletic,5,5,50.4991885743432,0.4937316204921839,0.511055105494104
81,Ohio,mid-american,6,4,50.350585717456454,0.5226745085900016,0.49318427564317535
82,Troy,sun belt,6,4,50.33376177239424,0.4494660269308157,0.5323453973817798
83,Central Michigan,mid-american,6,4,49.85392854026344,0.4954341433214673,0.5002112849848013
