rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Michigan,big ten,13,0,98.10189305558897,1.0,0.9707983547013688
2,Alabama,sec,12,1,92.17675050985724,0.7764785859959212,1.0
3,Georgia,sec,12,1,92.08686074766504,0.8841604350781785,0.9406345464604431
4,Texas,big 12,12,1,91.93138996586694,0.8172671651937461,0.9742621412936282
5,Florida State,acc,13,0,91.26334872308927,0.8694765465669614,0.9358718398960865
6,Penn State,big ten,10,2,89.97620541936807,0.9685927940176754,0.8626993481346067
7,Ohio State,big ten,11,1,87.44390307971123,0.8855200543847725,0.8684723257883723
8,Washington,pac-12,13,0,86.36707857128224,0.7210061182868799,0.9404902220190989
9,Oregon,pac-12,11,2,85.12845055153736,0.9918422841604352,0.7755995477834172
10,Oklahoma,big 12,10,2,83.99599245398694,0.8660774983004762,0.8258966155918505
11,Liberty,conference usa,13,0,80.7887518279093,0.8058463630183551,0.8089866018810287
12,LSU,sec,9,3,80.55267437392327,0.8183548606390214,0.7986192961778078
13,Ole Miss,sec,10,2,79.97117994944001,0.6875594833446638,0.8601015081904121
14,James Madison,sun belt,11,1,78.70210763231502,0.7759347382732837,0.7929906429653861
15,Missouri,sec,10,2,77.70080364316361,0.6716519374575122,0.8337382435715489
16,Notre Dame,fbs independents,9,3,77.32879320189694,0.8996600951733519,0.7052413826281481
17,SMU,american athletic,11,2,75.51662804469834,0.9151597552685251,0.6690159478507686
18,Kansas State,big 12,8,4,74.42433119087467,0.7759347382732837,0.7271786977124576
19,Troy,sun belt,11,2,73.01697189040313,0.719374575118967,0.7359824886344504
20,Louisville,acc,10,3,70.58598395133798,0.6606390210740994,0.7302095109806847
21,Iowa,big ten,10,3,70.34781315521698,0.494221617946975,0.816154715801121
22,Tennessee,sec,8,4,68.11912653199799,0.6239292997960573,0.7120246313713228
23,Arizona,pac-12,9,3,66.89831548390805,0.7087695445275326,0.6475597142376062
24,Kansas,big 12,8,4,66.7646093544052,0.5885791978246093,0.710220575854521
25,Texas A&M,sec,7,5,65.54660795619472,0.6946295037389533,0.6343780819281746
26,Tulane,american athletic,11,2,65.4287579416666,0.5904826648538409,0.6886440718735718
27,Oregon State,pac-12,8,4,64.40618261313023,0.6840244731475189,0.6225434777379549
28,Toledo,mid-american,11,2,63.84571156340147,0.6981645139360982,0.6063069780867391
29,NC State,acc,9,3,63.59547458335558,0.5638341264445957,0.6747889255045343
30,Memphis,american athletic,9,3,63.10326142331798,0.648674371176071,0.621533206648546
31,Clemson,acc,8,4,62.89589387153062,0.6186267845003399,0.6345224063695187
32,North Carolina,acc,8,4,62.490473319576466,0.6239292997960573,0.6254299665648378
33,Miami,acc,7,5,62.37852332287714,0.6345343303874917,0.6179972578356144
34,Oklahoma State,big 12,9,4,62.1833450706638,0.4322229775662816,0.7239313977822145
35,Miami (OH),mid-american,11,2,60.416669486057,0.6508497620666216,0.5790296586726962
36,Utah,pac-12,8,4,60.14162727818937,0.5231815091774306,0.6435426839535275
37,West Virginia,big 12,8,4,60.129851917988596,0.5090414683888512,0.6509753926827508
38,Maryland,big ten,7,5,60.11154827241306,0.5567641060503061,0.6249969932408054
39,Iowa State,big 12,7,5,59.84435178057297,0.5196464989802857,0.640872681788661
40,UNLV,mountain west,9,4,59.33232803876085,0.5774303195105372,0.6018810285521854
41,Kentucky,sec,7,5,58.90676798070207,0.5019714479945617,0.6359656507829602
42,Duke,acc,7,5,58.900337694010375,0.5921142080217542,0.5873283140499843
43,Auburn,sec,6,6,58.17623435293554,0.5355540448674373,0.6066437351165421
44,Air Force,mountain west,8,4,58.05655308919634,0.6274643099932021,0.5553123421451425
45,Wyoming,mountain west,8,4,57.52623927412755,0.48959891230455493,0.6213888822072019
46,Rutgers,big ten,6,6,57.204527454127486,0.45601631543167925,0.6345224063695186
47,Wisconsin,big ten,7,5,56.72743606485299,0.5055064581917065,0.6005340004329733
48,Jacksonville State,conference usa,8,4,56.65387264125159,0.6239292997960574,0.5356361099752244
49,New Mexico State,conference usa,10,4,56.5633348253618,0.5693891424686803,0.5636109975224305
50,Boise State,mountain west,8,5,56.5042870131403,0.5937457511896671,0.5495874726384914
51,USC,pac-12,7,5,55.88687648828448,0.5691366417403128,0.553339908113439
52,Northwestern,big ten,7,5,54.98414046741726,0.39945615227736253,0.6308180790416857
53,UCF,big 12,6,6,54.931776646137095,0.5726716519374577,0.5367425973588628
54,UCLA,pac-12,7,5,54.59087557857938,0.5850441876274646,0.524835830947971
55,Ohio,mid-american,9,3,54.55158001986563,0.5815091774303197,0.5261347509200683
56,App State,sun belt,8,5,54.17386411914351,0.5578518014955814,0.5330623241045871
57,Fresno State,mountain west,8,4,54.12985809911696,0.5355540448674373,0.5443917927501023
58,UTSA,american athletic,8,4,54.07721197360438,0.5709041468388854,0.5245471820652828
59,San José State,mountain west,7,5,53.91924213545034,0.5832766825288921,0.5154547422606018
60,Virginia Tech,acc,6,6,51.788030336520094,0.5143439836845685,0.5197844755009261
61,South Alabama,sun belt,6,6,51.19032892809112,0.6133242692046229,0.4572919923989127
62,Coastal Carolina,sun belt,7,5,51.03317007686987,0.4931339225016997,0.5195920429124673
63,Texas Tech,big 12,6,6,50.37525942547263,0.4188987083616589,0.5494431481971472
64,Western Kentucky,conference usa,7,5,50.13676273017693,0.45778382053025174,0.524835830947971
65,Georgia Tech,acc,6,6,49.94789482133131,0.4365737593473829,0.5333509729872755
66,Florida,sec,5,7,49.89807003751504,0.44010876954452766,0.5306809708224088
67,TCU,big 12,5,7,49.119635673829585,0.4966689326988445,0.4882495850672312
68,South Carolina,sec,5,7,48.142352628695726,0.41536369816451413,0.5169942029682728
69,Texas State,sun belt,7,5,47.8671623353827,0.4683888511216861,0.4842085007095952
70,Syracuse,acc,6,6,47.407751524134625,0.4595513256288241,0.48189930964808897
