rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
41,Eastern Michigan,mid-american,6,4,60.84720024568849,0.5776293823038398,0.6250795671546785
42,Boston College,acc,6,4,60.839381021325465,0.5876460767946577,0.6195656666694221
43,Miami,acc,5,5,60.751815907297825,0.5125208681135225,0.6586705465126852
44,Northern Illinois,mid-american,7,3,60.614886166404766,0.4507512520868113,0.6898244975902519
45,Nevada,mountain west,7,3,60.43814028503447,0.6594323873121869,0.574738565063199
46,Air Force,mountain west,7,3,59.99086127505655,0.6594323873121869,0.5678573495250772
47,Minnesota,big ten,6,4,59.95721325120845,0.5859766277128547,0.6068927889424389
48,Boise State,mountain west,6,4,59.54640059466265,0.6410684474123538,0.5709077682343119
49,Texas Tech,big 12,6,4,59.430534932656556,0.48247078464106846,0.6545239610802946
50,Virginia,acc,6,4,59.27580567958813,0.5609348914858097,0.6098936073474585
51,UAB,conference usa,7,3,59.18263321942698,0.5893155258764606,0.5931783048269362
52,Texas,big 12,4,6,59.13529581523448,0.5692821368948247,0.6032372465217787
53,Western Michigan,mid-american,6,4,59.04937421846572,0.49248747913188645,0.6432663453669183
54,Central Michigan,mid-american,6,4,58.837237139951505,0.5492487479131886,0.6094389378921524
55,West Virginia,big 12,4,6,58.71110591247909,0.5075125208681135,0.629971810493771
56,North Carolina,acc,5,5,58.5776720407736,0.5509181969949916,0.6045466945530599
57,Fresno State,mountain west,8,3,57.625543248574,0.6765821824252543,0.522233336364463
58,Toledo,mid-american,5,5,57.270844696907005,0.6661101836393989,0.5224152041465854
59,Florida,sec,5,5,56.846849455334414,0.5826377295492486,0.5608389064786263
60,Syracuse,acc,5,5,56.47854256199483,0.5208681135225376,0.5884332090570156
61,Utah,pac-12,7,3,56.26061471006738,0.679465776293823,0.4996817313812858
62,Western Kentucky,conference usa,6,4,55.97081416801637,0.6944908180300501,0.4871328544148404
63,Marshall,conference usa,6,4,55.4892232850436,0.724540901502504,0.46354294973009164
64,LSU,sec,4,6,54.92505620367248,0.48914858096828046,0.5816131672274256
65,South Carolina,sec,5,5,54.79299009416785,0.4657762938230384,0.5921664586209462
66,Arizona State,pac-12,7,3,53.92371010882767,0.6410684474123538,0.4844048376830044
67,UCF,american athletic,6,4,53.73210367821586,0.5609348914858097,0.5246058842494233
68,Florida State,acc,4,6,52.79770336514602,0.5025041736227045,0.5416931890515594
69,East Carolina,american athletic,6,4,52.669411074224314,0.5809682804674456,0.49746955781328794
70,TCU,big 12,4,6,52.62131845916724,0.40734557595993315,0.5902188200087627
71,Miami (OH),mid-american,5,5,52.38438012447632,0.5425709515859766,0.5137599510610331
72,Maryland,big ten,5,5,52.235219864941165,0.4056761268781302,0.5851777757570247
73,Rutgers,big ten,5,5,52.203724127193006,0.4858096828046743,0.5415443881389139
74,Missouri,sec,5,5,52.08559384005624,0.40734557595993315,0.5819769027916705
75,Nebraska,big ten,3,7,51.39850419062536,0.6093489148580967,0.46263526416295353
76,Ball State,mid-american,5,5,50.25021849182423,0.44407345575959933,0.5339638083113576
77,Virginia Tech,acc,5,5,49.89705448579617,0.5308848080133556,0.4817859416204419
78,Kent State,mid-american,5,5,49.30773956715772,0.39232053422370616,0.5473310902973538
79,Oregon State,pac-12,6,4,47.93128585835292,0.6093489148580967,0.4092934436664544
80,Memphis,american athletic,5,5,47.732238291840595,0.5191986644407345,0.45477361594484444
81,UCLA,pac-12,6,4,47.26305231522392,0.5809682804674456,0.4142948076748204
82,Georgia State,sun belt,5,5,46.87894649671491,0.39398998330550916,0.5090661089388014
83,Georgia Tech,acc,3,7,46.04229822581753,0.4574290484140234,0.46203510048194957
84,Middle Tennessee,conference usa,5,5,45.74300124043543,0.5542570951585977,0.4052923524597618
85,Troy,sun belt,5,5,45.584946600249,0.5242070116861436,0.419041556788215
86,UTEP,conference usa,6,4,44.79528792417662,0.5008347245409016,0.41947803946530865
87,Wyoming,mountain west,5,5,44.11438056486189,0.48914858096828046,0.4152950804764935
88,Illinois,big ten,4,6,43.79287764473024,0.40734557595993315,0.4543966536328089
89,South Alabama,sun belt,5,5,43.73776108008208,0.5375626043405676,0.3834318450486496
90,Tulsa,american athletic,4,6,42.62735566080309,0.39232053422370616,0.4445559532765134
91,Florida Atlantic,conference usa,5,5,42.475229319636874,0.5492487479131887,0.3577157406565427
92,Buffalo,mid-american,4,6,41.499815323742105,0.5058430717863105,0.36608165863417286
93,Old Dominion,conference usa,4,6,38.946249265431774,0.4507512520868113,0.3564608529598981
94,Washington State,pac-12,5,5,38.540087499960144,0.47579298831385636,0.33672819859961806
95,USC,pac-12,4,5,38.49611537198211,0.49193099610461877,0.32736200782031466
96,Charlotte,conference usa,5,5,37.85042179510787,0.41569282136894825,0.3584795853414567
97,Northwestern,big ten,3,7,36.582876677703716,0.3171953255425709,0.39201600436482664
98,UL Monroe,sun belt,4,6,35.82633478883222,0.25876460767946574,0.411839592616168
99,Washington,pac-12,4,6,35.143951233930395,0.5075125208681135,0.26740020005456033
100,North Texas,conference usa,4,6,35.05944356325163,0.3956594323873122,0.32632866814916456
101,Duke,acc,3,7,35.00828788789415,0.27045075125208684,0.3929617168318632
102,Bowling Green,mid-american,3,7,34.4671803798972,0.32220367278797996,0.35677002818950615
103,San José State,mountain west,5,6,34.427851451311945,0.40947032933677335,0.3091752296080749
104,Ohio,mid-american,3,7,34.2528551192365,0.3639398998330551,0.3309993634627626
105,California,pac-12,3,6,32.59014101533938,0.49193099610461877,0.23650086387196503
106,Colorado State,mountain west,3,7,32.46726645588423,0.4674457429048415,0.24779485314176586
107,Louisiana Tech,conference usa,3,7,32.34119653184846,0.39398998330550916,0.28540841717162524
108,Kansas,big 12,2,8,31.674411582579133,0.0667779632721202,0.4513412748931527
109,Indiana,big ten,2,8,31.286516585125867,0.25709515859766274,0.3428951697570411
110,Texas State,sun belt,3,7,29.528037772632786,0.3021702838063441,0.2915704282986268
111,Navy,american athletic,2,7,29.280113987221846,0.25264329437952143,0.3144245951375168
112,Georgia Southern,sun belt,3,7,28.78682439268988,0.32554257095158595,0.2675820678366827
113,Hawai'i,mountain west,4,7,28.47110277857895,0.38518743360145696,0.2306083477311993
114,South Florida,american athletic,2,8,28.065173971686942,0.3088480801335558,0.26546909487711523
115,Tulane,american athletic,1,9,27.193399024800602,0.3088480801335559,0.2520571726173253
116,Colorado,pac-12,3,7,26.23491260251126,0.342237061769616,0.21933254523961077
117,New Mexico,mountain west,3,7,25.364390622241334,0.25876460767946574,0.2508866054378467
118,Stanford,pac-12,3,7,24.552726551770142,0.342237061769616,0.19345275984359356
119,Temple,american athletic,3,7,24.419910848352472,0.15358931552587643,0.2929889969991815
120,Akron,mid-american,2,8,23.92097498465102,0.2086811352253756,0.2556482346425058
121,Rice,conference usa,3,7,23.86208850706437,0.19699499165275458,0.26103482768027636
122,Vanderbilt,sec,2,8,23.077004762112235,0.1419031719532554,0.27862144221151225
123,UNLV,mountain west,2,8,21.548247867873506,0.3088480801335559,0.16520869327998539
124,Arkansas State,sun belt,2,8,18.611679494316473,0.2303839732888147,0.16228062198781476
125,Southern Miss,conference usa,1,9,13.028605616071031,0.21535893155258762,0.08447758479585334
126,Florida International,conference usa,1,9,12.982848714393644,0.19699499165275458,0.09366190779303438
127,UConn,fbs independents,1,9,12.93053288322828,0.12186978297161936,0.13330908429571697
128,Massachusetts,fbs independents,1,9,11.566063471855955,0.0,0.17793943802855317
129,New Mexico State,fbs independents,1,9,11.3893400582918,0.16193656093489145,0.08802400654724
130,Arizona,pac-12,1,9,9.699499165275459,0.27712854757929883,0.0
