team,conference,conf_wins,conf_losses,standing_index,conf_index,overall_index
UNLV,mountain west,1,0,1.0,0.4545454545454546,0.4545454545454546
Nevada,mountain west,0,0,0.9,0.4545454545454546,0.4090909090909091
Air Force,mountain west,0,0,0.8,0.4545454545454546,0.3636363636363637
North Dakota State,mountain west,0,0,0.7,0.4545454545454546,0.3181818181818182
New Mexico,mountain west,0,0,0.6,0.4545454545454546,0.27272727272727276
San José State,mountain west,0,0,0.5,0.4545454545454546,0.2272727272727273
Wyoming,mountain west,0,0,0.4,0.4545454545454546,0.18181818181818185
Northern Illinois,mountain west,0,0,0.30000000000000004,0.4545454545454546,0.1363636363636364
UTEP,mountain west,0,0,0.19999999999999996,0.4545454545454546,0.0909090909090909
Hawai'i,mountain west,0,1,0.09999999999999998,0.4545454545454546,0.04545454545454545
Eastern Michigan,mid-american,1,0,1.0,0.09090909090909094,0.09090909090909094
Massachusetts,mid-american,0,0,0.9230769230769231,0.09090909090909094,0.08391608391608395
Buffalo,mid-american,0,0,0.8461538461538461,0.09090909090909094,0.07692307692307694
Western Michigan,mid-american,0,0,0.7692307692307692,0.09090909090909094,0.06993006993006995
Bowling Green,mid-american,0,0,0.6923076923076923,0.09090909090909094,0.06293706293706296
Toledo,mid-american,0,0,0.6153846153846154,0.09090909090909094,0.055944055944055965
Akron,mid-american,0,0,0.5384615384615384,0.09090909090909094,0.048951048951048966
Ohio,mid-american,0,0,0.46153846153846156,0.09090909090909094,0.041958041958041974
Central Michigan,mid-american,0,0,0.3846153846153846,0.09090909090909094,0.034965034965034975
Miami (OH),mid-american,0,0,0.3076923076923077,0.09090909090909094,0.027972027972027982
Ball State,mid-american,0,0,0.23076923076923073,0.09090909090909094,0.020979020979020983
Kent State,mid-american,0,0,0.15384615384615385,0.09090909090909094,0.013986013986013991
Sacramento State,mid-american,0,1,0.07692307692307687,0.09090909090909094,0.00699300699300699
Georgia,sec,0,0,1.0,0.9090909090909091,0.9090909090909091
South Carolina,sec,0,0,0.9375,0.9090909090909091,0.8522727272727273
Texas,sec,0,0,0.875,0.9090909090909091,0.7954545454545454
Oklahoma,sec,0,0,0.8125,0.9090909090909091,0.7386363636363636
Texas A&M,sec,0,0,0.75,0.9090909090909091,0.6818181818181818
Mississippi State,sec,0,0,0.6875,0.9090909090909091,0.625
Tennessee,sec,0,0,0.625,0.9090909090909091,0.5681818181818181
Florida,sec,0,0,0.5625,0.9090909090909091,0.5113636363636364
LSU,sec,0,0,0.5,0.9090909090909091,0.45454545454545453
Missouri,sec,0,0,0.4375,0.9090909090909091,0.3977272727272727
Alabama,sec,0,0,0.375,0.9090909090909091,0.3409090909090909
Kentucky,sec,0,0,0.3125,0.9090909090909091,0.28409090909090906
Vanderbilt,sec,0,0,0.25,0.9090909090909091,0.22727272727272727
Arkansas,sec,0,0,0.1875,0.9090909090909091,0.17045454545454544
Ole Miss,sec,0,0,0.125,0.9090909090909091,0.11363636363636363
Auburn,sec,0,0,0.0625,0.9090909090909091,0.056818181818181816
James Madison,sun belt,0,0,1.0,0.36363636363636365,0.36363636363636365
Louisiana Tech,sun belt,0,0,0.9285714285714286,0.36363636363636365,0.33766233766233766
App State,sun belt,0,0,0.8571428571428572,0.36363636363636365,0.31168831168831174
Georgia State,sun belt,0,0,0.7857142857142857,0.36363636363636365,0.2857142857142857
Southern Miss,sun belt,0,0,0.7142857142857143,0.36363636363636365,0.25974025974025977
Louisiana,sun belt,0,0,0.6428571428571428,0.36363636363636365,0.23376623376623376
Georgia Southern,sun belt,0,0,0.5714285714285714,0.36363636363636365,0.20779220779220778
South Alabama,sun belt,0,0,0.5,0.36363636363636365,0.18181818181818182
Old Dominion,sun belt,0,0,0.4285714285714286,0.36363636363636365,0.15584415584415587
Troy,sun belt,0,0,0.3571428571428571,0.36363636363636365,0.12987012987012986
Coastal Carolina,sun belt,0,0,0.2857142857142857,0.36363636363636365,0.10389610389610389
Arkansas State,sun belt,0,0,0.2142857142857143,0.36363636363636365,0.07792207792207793
Marshall,sun belt,0,0,0.1428571428571429,0.36363636363636365,0.051948051948051965
UL Monroe,sun belt,0,0,0.0714285714285714,0.36363636363636365,0.025974025974025962
Texas Tech,big 12,0,0,1.0,0.8181818181818181,0.8181818181818181
Kansas State,big 12,0,0,0.9375,0.8181818181818181,0.7670454545454545
UCF,big 12,0,0,0.875,0.8181818181818181,0.7159090909090908
Arizona State,big 12,0,0,0.8125,0.8181818181818181,0.6647727272727272
BYU,big 12,0,0,0.75,0.8181818181818181,0.6136363636363635
Utah,big 12,0,0,0.6875,0.8181818181818181,0.5625
Kansas,big 12,0,0,0.625,0.8181818181818181,0.5113636363636364
Iowa State,big 12,0,0,0.5625,0.8181818181818181,0.4602272727272727
Arizona,big 12,0,0,0.5,0.8181818181818181,0.40909090909090906
Cincinnati,big 12,0,0,0.4375,0.8181818181818181,0.3579545454545454
Houston,big 12,0,0,0.375,0.8181818181818181,0.30681818181818177
West Virginia,big 12,0,0,0.3125,0.8181818181818181,0.2556818181818182
Colorado,big 12,0,0,0.25,0.8181818181818181,0.20454545454545453
Baylor,big 12,0,0,0.1875,0.8181818181818181,0.15340909090909088
TCU,big 12,0,0,0.125,0.8181818181818181,0.10227272727272727
Oklahoma State,big 12,0,0,0.0625,0.8181818181818181,0.05113636363636363
Army,american athletic,0,0,1.0,0.5454545454545454,0.5454545454545454
UTSA,american athletic,0,0,0.9285714285714286,0.5454545454545454,0.5064935064935064
Rice,american athletic,0,0,0.8571428571428572,0.5454545454545454,0.4675324675324675
Navy,american athletic,0,0,0.7857142857142857,0.5454545454545454,0.42857142857142855
Temple,american athletic,0,0,0.7142857142857143,0.5454545454545454,0.3896103896103896
Tulsa,american athletic,0,0,0.6428571428571428,0.5454545454545454,0.3506493506493506
Memphis,american athletic,0,0,0.5714285714285714,0.5454545454545454,0.3116883116883116
South Florida,american athletic,0,0,0.5,0.5454545454545454,0.2727272727272727
Charlotte,american athletic,0,0,0.4285714285714286,0.5454545454545454,0.23376623376623376
Tulane,american athletic,0,0,0.3571428571428571,0.5454545454545454,0.19480519480519476
UAB,american athletic,0,0,0.2857142857142857,0.5454545454545454,0.1558441558441558
North Texas,american athletic,0,0,0.2142857142857143,0.5454545454545454,0.11688311688311688
East Carolina,american athletic,0,0,0.1428571428571429,0.5454545454545454,0.07792207792207795
Florida Atlantic,american athletic,0,0,0.0714285714285714,0.5454545454545454,0.03896103896103894
Boise State,pac-12,0,0,1.0,0.18181818181818177,0.18181818181818177
San Diego State,pac-12,0,0,0.875,0.18181818181818177,0.15909090909090906
Colorado State,pac-12,0,0,0.75,0.18181818181818177,0.13636363636363633
Utah State,pac-12,0,0,0.625,0.18181818181818177,0.1136363636363636
Oregon State,pac-12,0,0,0.5,0.18181818181818177,0.09090909090909088
Washington State,pac-12,0,0,0.375,0.18181818181818177,0.06818181818181816
Fresno State,pac-12,0,0,0.25,0.18181818181818177,0.04545454545454544
Texas State,pac-12,0,0,0.125,0.18181818181818177,0.02272727272727272
Duke,acc,0,0,1.0,0.7272727272727273,0.7272727272727273
Miami,acc,1,0,0.9411764705882353,0.7272727272727273,0.6844919786096256
Virginia,acc,1,0,0.8823529411764706,0.7272727272727273,0.6417112299465241
SMU,acc,1,0,0.8235294117647058,0.7272727272727273,0.5989304812834224
Virginia Tech,acc,0,0,0.7647058823529411,0.7272727272727273,0.5561497326203209
Syracuse,acc,0,0,0.7058823529411764,0.7272727272727273,0.5133689839572192
Pittsburgh,acc,0,0,0.6470588235294117,0.7272727272727273,0.4705882352941176
Wake Forest,acc,0,0,0.5882352941176471,0.7272727272727273,0.4278074866310161
North Carolina,acc,0,0,0.5294117647058824,0.7272727272727273,0.3850267379679145
Georgia Tech,acc,0,0,0.47058823529411764,0.7272727272727273,0.3422459893048128
Louisville,acc,0,0,0.4117647058823529,0.7272727272727273,0.2994652406417112
